('Gross Profit', '176,279,000.00', '171,008,000.00', '146,052,000.00', '135,620,000.00', '115,856,000.00')
         802467 function calls (780315 primitive calls) in 1.561 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       24    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       24    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       24    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
       24    0.000    0.000    0.001    0.000 typing.py:483(Union)
       24    0.000    0.000    0.000    0.000 abc.py:110(register)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       23    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       23    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       23    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       23    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
       21    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       19    0.000    0.000    0.001    0.000 typing.py:1138(__getitem__)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
       19    0.000    0.000    0.000    0.000 enum.py:222(<setcomp>)
       19    0.001    0.000    0.003    0.000 enum.py:180(__new__)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       19    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       18    0.001    0.000    0.778    0.043 __init__.py:1(<module>)
       18    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       17    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       17    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
       17    0.001    0.000    0.002    0.000 __init__.py:328(namedtuple)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
       17    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       16    0.000    0.000    0.000    0.000 message.py:462(get)
       16    0.000    0.000    0.030    0.002 css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       16    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       15    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
       15    0.000    0.000    0.000    0.000 typing.py:2018(overload)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.012    0.001 css_parser.py:1135(process_selectors)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
       13    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       12    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
       12    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
       12    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       11    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
       10    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
       10    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
       10    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
       10    0.000    0.000    0.003    0.000 enum.py:483(_create_)
       10    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
       10    0.000    0.000    0.004    0.000 enum.py:536(_convert_)
      9/7    0.012    0.001    0.014    0.002 {built-in method _imp.create_dynamic}
        9    0.004    0.000    0.004    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
      9/7    0.000    0.000    0.014    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        8    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        8    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        8    0.000    0.000    0.000    0.000 client.py:1008(_output)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        7    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        7    0.000    0.000    0.000    0.000 parse.py:111(_noop)
        7    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        7    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        7    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        6    0.000    0.000    0.000    0.000 url.py:324(<listcomp>)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
        6    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        6    0.000    0.000    0.000    0.000 client.py:440(isclosed)
        6    0.000    0.000    0.000    0.000 client.py:1239(putheader)
        6    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        6    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        6    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        6    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        6    0.000    0.000    0.000    0.000 threading.py:359(notify)
        6    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        6    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
        6    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 financial_enhanced.py:47(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        5    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        5    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        5    0.000    0.000    0.000    0.000 url.py:100(__new__)
        5    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        5    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        5    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        5    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        5    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        4    0.000    0.000    0.000    0.000 response.py:344(<genexpr>)
        4    0.000    0.000    0.000    0.000 response.py:351(get_redirect_location)
        4    0.000    0.000    0.000    0.000 response.py:404(retries)
        4    0.000    0.000    0.000    0.000 connection.py:292(is_closed)
        4    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        4    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        4    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        4    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        4    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        4    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        4    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 dammit.py:391(_usable)
        4    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
        4    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
        4    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        4    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7b836d7c4310}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        3    0.000    0.000    0.026    0.009 response.py:1(<module>)
        3    0.000    0.000    0.019    0.006 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        3    0.000    0.000    0.000    0.000 ssl_.py:180(resolve_cert_reqs)
        3    0.000    0.000    0.000    0.000 queue.py:122(put)
        3    0.000    0.000    0.000    0.000 queue.py:251(_put)
        3    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        3    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        3    0.000    0.000    0.223    0.074 response.py:807(_fp_read)
        3    0.000    0.000    0.223    0.074 response.py:864(_raw_read)
        3    0.000    0.000    0.223    0.074 response.py:916(read)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        3    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        3    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        3    0.000    0.000    0.223    0.074 client.py:450(read)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        3    0.000    0.000    0.000    0.000 __init__.py:1255(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        3    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
        3    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:2219(createLock)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        3    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        3    0.000    0.000    0.000    0.000 typing.py:523(Optional)
        3    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        3    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        3    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        3    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
        3    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
        3    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        3    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 {built-in method select.poll}
        2    0.000    0.000    0.003    0.001 cookies.py:1(<module>)
        2    0.000    0.000    0.069    0.035 api.py:1(<module>)
        2    0.000    0.000    0.016    0.008 models.py:1(<module>)
        2    0.000    0.000    0.059    0.030 exceptions.py:1(<module>)
        2    0.000    0.000    0.005    0.002 request.py:1(<module>)
        2    0.000    0.000    0.006    0.003 core.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 poolmanager.py:374(_merge_pool_kwargs)
        2    0.000    0.000    0.000    0.000 poolmanager.py:396(_proxy_requires_url_absolute_form)
      2/1    0.000    0.000    0.990    0.990 poolmanager.py:409(urlopen)
        2    0.000    0.000    0.025    0.013 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        2    0.000    0.000    0.000    0.000 request.py:136(set_file_position)
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        2    0.000    0.000    0.000    0.000 retry.py:270(from_int)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        2    0.000    0.000    0.002    0.001 ssl_.py:219(create_urllib3_context)
        2    0.000    0.000    0.000    0.000 url.py:121(request_uri)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.989    0.494 connectionpool.py:377(_make_request)
        2    0.000    0.000    0.989    0.495 connectionpool.py:592(urlopen)
        2    0.000    0.000    0.081    0.041 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        2    0.000    0.000    0.000    0.000 queue.py:154(get)
        2    0.000    0.000    0.000    0.000 queue.py:254(_get)
        2    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        2    0.000    0.000    0.000    0.000 response.py:245(__init__)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
        2    0.000    0.000    0.000    0.000 response.py:469(_decode)
        2    0.000    0.000    0.000    0.000 response.py:499(_flush_decoder)
        2    0.000    0.000    0.223    0.112 response.py:577(__init__)
        2    0.000    0.000    0.000    0.000 response.py:712(<setcomp>)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        2    0.000    0.000    0.000    0.000 connection.py:369(request)
        2    0.000    0.000    0.907    0.453 connection.py:485(getresponse)
        2    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        2    0.000    0.000    0.000    0.000 parse.py:379(urlparse)
        2    0.000    0.000    0.000    0.000 parse.py:418(_splitnetloc)
        2    0.000    0.000    0.000    0.000 parse.py:426(_checknetloc)
        2    0.000    0.000    0.000    0.000 parse.py:444(urlsplit)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        2    0.000    0.000    0.000    0.000 message.py:451(items)
        2    0.000    0.000    0.002    0.001 ssl.py:488(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        2    0.000    0.000    0.000    0.000 ssl.py:614(options)
        2    0.000    0.000    0.000    0.000 ssl.py:618(options)
        2    0.000    0.000    0.000    0.000 ssl.py:628(hostname_checks_common_name)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:1228(send)
        2    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
        2    0.000    0.000    0.025    0.013 client.py:206(_read_headers)
        2    0.000    0.000    0.026    0.013 client.py:224(parse_headers)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        2    0.000    0.000    0.657    0.328 client.py:278(_read_status)
        2    0.000    0.000    0.683    0.342 client.py:311(begin)
        2    0.000    0.000    0.000    0.000 client.py:383(_check_close)
        2    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
        2    0.000    0.000    0.223    0.112 client.py:624(_safe_read)
        2    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        2    0.000    0.000    0.000    0.000 socket.py:488(_decref_socketios)
        2    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:768(close)
        2    0.000    0.000    0.003    0.001 _htmlparser.py:323(prepare_markup)
        2    0.015    0.007    0.174    0.087 parser.py:133(goahead)
        2    0.000    0.000    0.020    0.010 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 client.py:968(send)
        2    0.000    0.000    0.000    0.000 client.py:1029(_send_output)
        2    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
        2    0.000    0.000    0.000    0.000 client.py:1210(_encode_request)
        2    0.000    0.000    0.000    0.000 client.py:1214(_validate_method)
        2    0.000    0.000    0.000    0.000 client.py:1223(_validate_path)
        2    0.000    0.000    0.000    0.000 client.py:1267(endheaders)
        2    0.000    0.000    0.683    0.342 client.py:1331(getresponse)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
        2    0.000    0.000    0.001    0.000 parser.py:59(parsestr)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
