('Gross Profit', '176,279,000.00', '171,008,000.00', '146,052,000.00', '135,620,000.00', '115,856,000.00')
         802477 function calls (780325 primitive calls) in 1.577 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       52    0.000    0.000    0.002    0.000 css_parser.py:1092(<listcomp>)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.054    0.054 connection.py:669(connect)
        1    0.000    0.000    0.110    0.110 element.py:1(<module>)
       51    0.000    0.000    0.000    0.000 typing.py:664(__init__)
      2/1    0.000    0.000    1.126    1.126 poolmanager.py:409(urlopen)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       70    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       47    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
      100    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       12    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        2    0.000    0.000    1.125    0.563 connectionpool.py:592(urlopen)
      102    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
       51    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.017    0.017 ssl_.py:1(<module>)
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
       39    0.000    0.000    0.000    0.000 _collections.py:300(add)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
      156    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       13    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
  108/106    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
      9/7    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1174(create_module)
        4    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
      168    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       22    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        2    0.000    0.000    0.055    0.027 api.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      129    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      186    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.017    0.017 client.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       10    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
      142    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      146    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.028    0.028 connection.py:846(_ssl_wrap_socket_and_match_hostname)
       81    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        2    0.000    0.000    1.125    0.563 connectionpool.py:377(_make_request)
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       23    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.006    0.006 css_match.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:369(request)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.010    0.010 compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
       24    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      113    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
        1    0.000    0.000    0.026    0.026 connection.py:192(_new_conn)
        7    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 socket.py:302(makefile)
       10    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.033    0.033 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.026    0.026 connection.py:27(create_connection)
        2    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       47    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
       84    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        3    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        9    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       36    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
    41/22    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       53    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       51    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:444(urlsplit)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
    27/24    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        2    0.000    0.000    0.298    0.149 response.py:577(__init__)
       39    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        2    0.000    0.000    0.012    0.006 parser.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       89    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.015    0.015 _request_methods.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        8    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       46    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        5    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        3    0.000    0.000    0.000    0.000 queue.py:122(put)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.298    0.099 response.py:864(_raw_read)
        1    0.000    0.000    0.000    0.000 pathlib.py:865(parent)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
       14    0.000    0.000    0.012    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.048    0.048 formatter.py:1(<module>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    1.336    1.336 financial_enhanced.py:54(main)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.020    0.020 _base_connection.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.003    0.003 dammit.py:541(__init__)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.008    0.008 _policybase.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    1.126    1.126 _request_methods.py:147(request_encode_url)
        2    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        2    0.000    0.000    0.000    0.000 socket.py:768(close)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.009    0.009 feedparser.py:1(<module>)
        1    0.000    0.000    0.016    0.016 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        5    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.772    0.386 client.py:1331(getresponse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
      148    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.002    0.002 socket.py:938(getaddrinfo)
    46/31    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.003    0.001 _htmlparser.py:323(prepare_markup)
        6    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.027    0.027 ssl.py:1364(do_handshake)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x722ce332b7f0}
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
        3    0.000    0.000    0.298    0.099 client.py:450(read)
       44    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       50    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
       23    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x722ce2d3aa70}
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        6    0.000    0.000    0.000    0.000 threading.py:359(notify)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 client.py:790(HTTPConnection)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
       20    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:614(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        6    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:523(Optional)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:12(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:293(SelectorPattern)
        3    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       26    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2299(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1555(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        3    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.000    0.000 connectionpool.py:570(is_same_host)
       42    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.000    0.000 zipfile.py:1195(ZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        2    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        5    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
       42    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        2    0.000    0.000    0.002    0.001 ssl.py:488(__new__)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        5    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.168    0.168 _htmlparser.py:372(feed)
        1    0.000    0.000    0.000    0.000 dammit.py:481(find_declared_encoding)
        1    0.000    0.000    0.003    0.003 dammit.py:646(_convert_from)
       16    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
       15    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
       23    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        4    0.000    0.000    0.000    0.000 response.py:404(retries)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        1    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        2    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 client.py:968(send)
        4    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        3    0.000    0.000    0.298    0.099 response.py:916(read)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
        1    0.000    0.000    0.000    0.000 parse.py:535(urljoin)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1902(IPv6Address)
        1    0.000    0.000    0.000    0.000 retry.py:428(increment)
        1    0.000    0.000    0.001    0.001 base64mime.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        7    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
